"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1000036,"    1P/Halley",1P,Halley,P,Y,,0,,,5.5,13.6,8.0,5.0,0.03,11.0,14.9x8.2,0.04,,,,,,,,,,"JPL 75",2439875.5,39875,1968-01-20.0,J2000,0.9679,17.93,0.575,162.19,59.10,112.24,274.38,35.28,0.01298,2446469.97,1986-02-08.4,2.77e+04,75.9,0.0745,29,0.783,-0.598,7.6e-09,1.0e-08,1.4e-07,1.5e-05,2.0e-05,2.1e-05,1.2e-07,2.0e-08,1.1e-11,1.3e-05,2.3e-05,HTC,"Davide Farnocchia",57852,1835-08-21,1994-01-11,8518,,,0,.61032,,4.9e-10,4.0e-11,1.6e-10,4.6e-15,,,,
1000025,"    2P/Encke",2P,Encke,P,Y,,0,,,15.6,,4.5,,,4.8,,0.046,11.083,,,,,,,,,"JPL K273/8",2459847.5,59847,2022-09-25.0,J2000,0.8477,2.22,0.338,11.41,334.19,187.13,243.13,4.10,0.298,2460239.65,2023-10-22.1,1.21e+03,3.31,0.167,65,0.909,3.02,2.2e-07,1.4e-07,5.1e-07,2.1e-05,5.5e-05,5.6e-05,1.2e-05,2.5e-07,2.8e-08,7.2e-05,1.1e-04,ETc,"Davide Farnocchia",2546,2018-11-05,2025-10-25,640,,,1,.44859,,2.3e-10,6.1e-11,-6.5e-13,4.0e-12,,,,
1000504,"    3D/Biela",3D,Biela,D,Y,,0,,,7.1,,10.0,,,,,,,,,,,,,,,IAUCAT03,2390520.5,-9480,1832-12-03.0,J2000,0.7513,3.535,0.879,13.22,250.67,221.66,0.95,6.19,0.1483,2390514.12,1832-11-26.6,2.43e+03,6.65,0.000518,0.202,,2.53,,,,,,,,,,,,JFc,Marsden,,,,26,,,,,,3.9e-09,,-2.5e-10,,,,,
1000026,"    4P/Faye",4P,Faye,P,,,0,,,11.0,13.2,9.5,5.,0.03,3.54,,,,,,,,,,,,"JPL K212/32",2458522.5,58522,2019-02-08.0,J2000,0.5845,3.798,1.578,8.16,194.80,205.99,234.73,6.02,0.1332,2459463.19,2021-09-05.6,2.7e+03,7.4,0.589,229,0.0663,2.74,1.1e-07,2.0e-07,4.5e-07,5.8e-06,6.2e-05,7.0e-05,1.5e-05,3.1e-07,1.0e-08,5.7e-05,2.1e-04,JFc,"Davide Farnocchia",3593,2013-05-23,2023-03-25,3562,,,0,.54329,,4.0e-09,1.2e-10,3.2e-10,6.3e-11,-7.1e-10,4.2e-11,-37.7,2.17
1000505,"    5D/Brorsen",5D,Brorsen,D,Y,,0,,,8.3,,10.0,,,,,,,,,,,,,,,IAUCAT03,2407440.5,7440,1879-04-01.0,J2000,0.8098,3.101,0.590,29.38,102.97,14.95,0.17,5.61,0.1805,2407439.53,1879-03-31.0,1.99e+03,5.46,0.367,143,,2.47,,,,,,,,,,,,JFc,Landgraf,,,,127,,,,,,1.3e-08,,1.3e-09,,,,,
1000017,"    6P/d'Arrest",6P,d'Arrest,P,,,0,,,15.9,,8.5,,,3.2,,,,,,,,,,,,"JPL K212/13",2459302.5,59302,2021-03-29.0,J2000,0.6127,3.497,1.355,19.51,138.94,178.11,333.96,5.64,0.1507,2459475.29,2021-09-17.7,2.39e+03,6.54,0.343,133,0.208,2.71,1.4e-07,6.2e-07,7.1e-07,9.0e-06,3.0e-05,7.4e-05,1.5e-05,1.0e-06,4.0e-08,7.0e-05,6.4e-04,JFc,"Davide Farnocchia",2913,2014-03-10,2022-03-01,1093,,,1,.63861,,1.8e-10,2.7e-10,-8.5e-10,1.2e-10,,,,
1000069,"    7P/Pons-Winnecke",7P,Pons-Winnecke,P,Y,,0,,,16.0,,4.5,,,5.2,,,,,,,,,,,,"JPL 31",2457145.5,57145,2015-05-03.0,J2000,0.6376,3.419,1.239,22.33,93.42,172.51,14.42,5.60,0.1559,2457053.03,2015-01-30.5,2.31e+03,6.32,0.226,87.9,0.273,2.68,2.9e-08,3.8e-08,1.0e-07,7.2e-06,1.4e-05,1.8e-05,2.8e-06,6.2e-08,2.6e-09,1.9e-05,3.8e-05,JFc,"Davide Farnocchia",38198,1921-04-28,2025-11-26,1682,,,0,.66922,,6.4e-11,3.6e-13,-5.2e-12,5.0e-13,-1.0e-10,2.8e-12,150,5.52
1000099,"    8P/Tuttle",8P,Tuttle,P,Y,,0,,,14.6,,4.5,,,4.5,,,,,,,,,,,1.00,"JPL K215/24",2454701.5,54701,2008-08-23.0,J2000,0.8198,5.7,1.027,54.98,270.34,207.51,15.13,10.37,0.07242,2454492.52,2008-01-27.0,4.97e+03,13.6,0.0953,37.1,0.738,1.6,4.1e-08,5.2e-07,2.7e-07,1.2e-05,3.1e-05,2.9e-05,7.8e-07,9.4e-07,9.9e-09,2.8e-05,6.8e-04,JFC,"Davide Farnocchia",20161,1967-01-07,2022-03-20,1768,,,0,.6884,,4.2e-10,4.3e-11,-1.7e-11,1.5e-11,-4.6e-11,6.6e-11,67.5,12.8
1000093,"    9P/Tempel 1",9P,Tempel,P,,,0,,,12.9,,9.,,,6.0,7.6x4.9,0.05,40.7,,,,,,,,0.20,"JPL K284/2",2457470.5,57470,2016-03-23.0,J2000,0.5097,3.146,1.543,10.47,68.75,179.20,336.59,4.75,0.1766,2457603.07,2016-08-02.5,2.04e+03,5.58,0.529,206,0.296,2.97,4.6e-08,9.0e-08,1.7e-07,4.2e-06,3.7e-05,3.8e-05,5.8e-06,1.4e-07,7.5e-09,3.3e-05,8.7e-05,JFc,"Davide Farnocchia",6267,2008-10-25,2025-12-22,3283,,,0,.48717,,1.8e-11,2.2e-11,1.2e-11,1.2e-12,,,,
1000094,"   10P/Tempel 2",10P,Tempel,P,,,0,,,14.3,,5.,,,10.6,,0.022,8.93,,,,,,,,,"JPL K265/21",2456492.5,56492,2013-07-19.0,J2000,0.5365,3.065,1.421,12.03,117.80,195.53,204.05,4.71,0.1837,2457341.41,2015-11-14.9,1.96e+03,5.37,0.41,160,0.622,2.96,3.3e-08,3.6e-08,1.1e-07,3.1e-06,2.0e-05,2.1e-05,4.6e-06,5.5e-08,3.2e-09,3.6e-05,3.4e-05,JFc,"Shantanu Naidu",8107,2003-03-07,2025-05-17,4616,,,0,.62191,,2.4e-10,1.4e-11,5.6e-12,5.4e-13,5.9e-11,1.7e-11,,
1000365,"   11P/Tempel-Swift-LINEAR",11P,Tempel-Swift-LINEAR,P,,,0,,,15.2,18.6,20.,5.,0.03,,,,,,,,,,,,,"JPL K204/13",2458789.5,58789,2019-11-02.0,J2000,0.5774,3.289,1.390,14.44,238.99,167.77,295.54,5.19,0.1653,2459179.51,2020-11-26.0,2.18e+03,5.96,0.403,157,0.326,2.84,9.1e-08,3.1e-07,2.3e-07,8.6e-06,2.2e-05,3.9e-05,1.9e-06,4.8e-07,2.3e-08,4.8e-05,3.1e-04,JFc,"Davide Farnocchia",7002,2001-12-07,2021-02-07,1182,,,0,.61293,,,,,,,,,
1000068,"   12P/Pons-Brooks",12P,Pons-Brooks,P,Y,,0,,,5.0,11.0,15.0,10.0,,,,,,,,,,,,,,"JPL K242/83",2460211.5,60211,2023-09-24.0,J2000,0.9546,17.18,0.781,74.19,255.86,198.99,357.09,33.59,0.01384,2460421.63,2024-04-21.1,2.6e+04,71.2,0.18,70.1,2.02,0.598,1.1e-08,2.3e-07,1.8e-07,4.8e-06,1.5e-05,1.0e-05,2.2e-07,4.5e-07,2.8e-10,1.5e-05,5.3e-04,HTC,"Davide Farnocchia",26285,1953-06-20,2025-06-07,8053,,,0,.6442,,,,,,,,,
1000066,"   13P/Olbers",13P,Olbers,P,Y,,0,,,6.9,,18.,,,,,,,,,,,,,,,"JPL 72",2459120.5,59120,2020-09-28.0,J2000,0.9297,16.68,1.173,44.62,85.86,64.53,340.16,32.19,0.01447,2460492.24,2024-06-30.7,2.49e+04,68.1,0.471,183,0.713,1.25,3.3e-08,1.5e-07,5.5e-07,1.5e-05,1.6e-05,3.1e-05,5.0e-07,2.9e-07,2.0e-10,2.6e-05,3.4e-04,HTC,"Davide Farnocchia",50377,1887-08-27,2025-07-31,2478,,,0,.56587,,3.9e-09,1.5e-10,5.9e-10,1.3e-13,,,,
1000110,"   14P/Wolf",14P,Wolf,P,,,0,,,15.6,,4.5,,,4.66,,,9.02,,,,,,,,,"JPL K265/5",2456334.5,56334,2013-02-11.0,J2000,0.3566,4.25,2.734,27.94,202.12,159.25,162.59,5.77,0.1125,2454889.26,2009-02-26.7,3.2e+03,8.76,1.75,680,0.0471,2.72,1.3e-07,1.3e-07,5.6e-07,1.6e-05,3.5e-05,3.2e-05,1.2e-05,1.7e-07,5.1e-09,1.5e-04,1.4e-04,JFc,"Davide Farnocchia",12084,1992-07-27,2025-08-27,395,,,0,.43691,,,,,,,,,
1000027,"   15P/Finlay",15P,Finlay,P,Y,,0,,,14.9,,8.5,,,,,,,,,,,,,,,"JPL K213/18",2457327.5,57327,2015-11-01.0,J2000,0.7202,3.49,0.977,6.80,13.75,347.63,46.69,6.00,0.1511,2457018.57,2014-12-27.0,2.38e+03,6.52,0.00923,3.59,0.162,2.62,8.4e-08,3.8e-08,2.9e-07,8.5e-06,1.2e-04,1.2e-04,2.9e-06,6.5e-08,2.5e-09,2.2e-05,3.9e-05,JFc,"Davide Farnocchia",5058,2008-04-27,2022-03-03,1655,,,0,.75893,,2.2e-09,3.0e-11,-2.3e-10,3.3e-13,1.6e-09,4.5e-11,,
1000008,"   16P/Brooks 2",16P,Brooks,P,,,0,,,12.2,15.6,13.5,5.,0.03,,,,,,,,,,,,,"JPL K212/8",2457551.5,57551,2016-06-12.0,J2000,0.5690,3.375,1.455,4.31,159.34,220.17,115.79,5.29,0.159,2456823.27,2014-06-14.7,2.26e+03,6.2,0.46,179,0.21,2.86,5.0e-07,9.9e-07,1.6e-06,2.4e-05,2.5e-04,2.3e-04,5.4e-05,1.6e-06,7.0e-08,1.9e-04,1.0e-03,JFc,"Davide Farnocchia",2826,2014-05-05,2022-01-29,256,,,1,.67223,,9.2e-09,1.8e-09,-3.7e-09,1.5e-09,,,,
1000044,"   17P/Holmes",17P,Holmes,P,,,0,,,9.4,13.8,14.75,5.,0.03,3.42,,,,,,,,,,,,"JPL K212/34",2457680.5,57680,2016-10-19.0,J2000,0.4302,3.626,2.066,19.07,326.77,24.74,133.79,5.19,0.1427,2456743.22,2014-03-26.7,2.52e+03,6.91,1.07,418,0.481,2.86,1.1e-07,1.4e-07,4.5e-07,6.7e-06,4.5e-05,5.9e-05,2.2e-05,2.1e-07,8.5e-09,1.7e-04,1.5e-04,JFc,"Davide Farnocchia",4401,2011-01-04,2023-01-22,2211,,,0,.61434,,2.9e-09,2.2e-10,9.8e-10,9.2e-11,,,,
1000144,"   18D/Perrine-Mrkos",18D,Perrine-Mrkos,D,Y,,0,,,11.5,15.5,20.0,15.0,,,,,,,,,,,,,,"JPL J682/18",2440240.5,40240,1969-01-19.0,J2000,0.6426,3.56,1.272,17.76,240.88,166.05,11.51,5.85,0.1468,2440162.04,1968-11-01.5,2.45e+03,6.72,0.289,113,,2.67,7.6e-07,4.1e-07,2.6e-06,1.2e-04,1.2e-04,3.7e-04,6.3e-05,6.7e-07,2.5e-08,4.3e-04,4.2e-04,JFc,"M.S.W. Keesey",2584,1961-11-29,1968-12-26,16,,,1,1.6514,,,,,,,,,
1000005,"   19P/Borrelly",19P,Borrelly,P,,,0,,,9.8,13.2,14.5,5.,0.03,4.8,,0.022,,,,,,,,,,"JPL K222/17",2459279.5,59279,2021-03-06.0,J2000,0.6379,3.607,1.306,29.32,74.30,351.86,312.12,5.91,0.1439,2459612.26,2022-02-01.7,2.5e+03,6.85,0.324,126,0.443,2.56,7.6e-08,3.1e-07,3.3e-07,9.6e-06,1.8e-05,3.0e-05,1.2e-05,5.0e-07,1.8e-08,4.7e-05,3.2e-04,JFc,"Davide Farnocchia",3565,2014-07-29,2024-05-02,2452,,,0,.63085,,3.1e-09,1.0e-10,-5.9e-10,4.9e-11,,,,
1000212,"   20D/Westphal",20D,Westphal,D,Y,,0,,,8.8,,10.0,,,,,,,,,,,,,,,"JPL 19",2420080.5,20080,1913-11-09.0,J2000,0.9198,15.64,1.254,40.89,348.01,57.08,359.72,30.03,0.01593,2420098.29,1913-11-26.7,2.26e+04,61.9,0.468,182,,1.36,2.2e-07,8.2e-07,3.4e-06,2.0e-04,1.3e-04,4.9e-04,8.5e-06,1.6e-06,1.3e-09,5.3e-04,1.8e-03,HTC,"M.S.W. Keesey",22321,1852-09-01,1913-10-13,201,,,0,2.0333,,,,,,,,,
1000032,"   21P/Giacobini-Zinner",21P,Giacobini-Zinner,P,Y,,0,,,13.2,,8.25,,,2.0,,,,,,,,,,,,"JPL K253/4",2458070.5,58070,2017-11-13.0,J2000,0.7105,3.5,1.013,32.00,195.40,172.81,314.66,5.99,0.1505,2458371.77,2018-09-10.2,2.39e+03,6.55,0.0178,6.91,0.248,2.46,5.3e-08,1.4e-07,2.1e-07,7.2e-06,2.2e-05,2.6e-05,4.5e-06,2.3e-07,8.8e-09,2.4e-05,1.4e-04,JFc,"Shantanu Naidu",4922,2011-05-01,2024-10-21,1993,,,0,.51504,,3.5e-09,5.4e-11,-1.5e-09,2.9e-12,-2.0e-09,3.9e-11,,
1000054,"   22P/Kopff",22P,Kopff,P,,,0,,,11.9,,9.75,,,3.0,,0.05,,,,,,,,,0.40,"JPL K283/1",2458542.5,58542,2019-02-28.0,J2000,0.5486,3.444,1.555,4.74,120.84,162.91,188.26,5.33,0.1542,2459656.39,2022-03-17.8,2.33e+03,6.39,0.538,209,0.0797,2.87,7.8e-08,8.4e-08,2.3e-07,5.7e-06,1.5e-04,1.5e-04,1.1e-05,1.3e-07,5.6e-09,9.3e-05,8.5e-05,JFc,"Davide Farnocchia",4293,2013-12-30,2025-10-01,2679,,,0,.68429,,,,,,,,,
1000009,"   23P/Brorsen-Metcalf",23P,Brorsen-Metcalf,P,Y,,0,,,7.8,14.0,8.0,5.0,0.03,,,,,,,,,,,,,"JPL 13",2447800.5,47800,1989-10-01.0,J2000,0.9720,17.07,0.479,19.33,311.59,129.61,0.27,33.66,0.01398,2447781.44,1989-09-11.9,2.58e+04,70.5,0.194,75.4,,1.11,7.0e-07,4.2e-04,8.3e-07,5.4e-05,1.3e-04,2.1e-04,1.0e-05,8.3e-04,5.2e-07,2.8e-05,9.5e-01,HTC,"M.S.W. Keesey",51904,1847-08-01,1989-09-09,223,,,0,1.2347,,2.2e-09,2.1e-10,-5.3e-10,6.5e-14,,,,
1000077,"   24P/Schaumasse",24P,Schaumasse,P,Y,,0,,,14.6,,10.5,,,2.6,,,,,,,,,,,,"JPL K264/12",2458945.5,58945,2020-04-06.0,J2000,0.7078,4.065,1.188,11.71,79.50,57.72,104.66,6.94,0.1203,2458075.31,2017-11-17.8,2.99e+03,8.2,0.267,104,0.457,2.5,7.0e-08,3.2e-08,2.9e-07,1.3e-05,3.4e-05,3.8e-05,3.9e-06,5.5e-08,1.4e-09,3.7e-05,3.6e-05,JFc,"Shantanu Naidu",9203,2000-10-07,2025-12-18,1384,,,0,.64181,,1.4e-09,5.2e-11,-3.5e-10,2.0e-13,,,,
1000064,"   25D/Neujmin 2",25D,Neujmin,D,,,0,,,12.5,16.0,15.0,10.0,,,,,,,,,,,,,,"JPL 7",2424960.5,24960,1927-03-21.0,J2000,0.5668,3.089,1.338,10.64,328.72,193.70,11.58,4.84,0.1815,2424896.72,1927-01-16.2,1.98e+03,5.43,0.35,136,,2.93,4.9e-07,1.5e-07,1.5e-06,8.6e-05,2.5e-04,8.2e-04,1.8e-04,2.4e-07,1.4e-08,9.7e-04,1.5e-04,JFc,"M.S.W. Keesey",3994,1916-03-05,1927-02-10,55,,,1,1.2726,,,,,,,,,
1000034,"   26P/Grigg-Skjellerup",26P,Grigg-Skjellerup,P,Y,,0,,,16.5,,5.5,,,2.6,,,,,,,,,,,,"JPL K234/25",2456017.5,56017,2012-03-31.0,J2000,0.6397,3.024,1.090,22.46,211.63,1.90,273.42,4.96,0.1874,2456479.50,2013-07-06.0,1.92e+03,5.26,0.0848,33,0.00578,2.8,6.0e-08,5.1e-08,1.9e-07,1.0e-05,3.0e-05,3.3e-05,6.5e-06,8.4e-08,4.8e-09,4.5e-05,4.9e-05,JFc,"Davide Farnocchia",6137,2007-12-19,2024-10-07,511,,,0,.65507,,,,-4.6e-12,3.7e-13,,,,
1000016,"   27P/Crommelin",27P,Crommelin,P,Y,,0,,,12.7,16.3,27.75,5.,0.03,,,,,,,,,,,,,"JPL 6",2452489.5,52489,2002-08-03.0,J2000,0.9193,9.093,0.734,29.22,250.96,195.96,241.87,17.45,0.03594,2455776.07,2011-08-02.5,1e+04,27.4,0.229,89,1.01,1.48,1.0e-07,5.3e-08,9.3e-07,5.3e-05,1.3e-04,1.2e-04,1.8e-06,1.0e-07,3.2e-10,7.0e-05,8.8e-05,HTC,"Davide Farnocchia",20203,1956-10-03,2012-01-26,455,,,0,.83198,,5.1e-10,2.7e-10,-2.7e-12,9.5e-14,,,,
1000063,"   28P/Neujmin 1",28P,Neujmin,P,,,0,,,13.2,,4.5,,,21.4,,0.025,,,,,,,,,,"JPL 82",2460047.5,60047,2023-04-13.0,J2000,0.7736,6.982,1.581,14.31,346.34,347.47,40.72,12.38,0.05343,2459285.26,2021-03-11.7,6.74e+03,18.4,0.574,223,0.96,2.17,2.2e-08,3.1e-08,1.5e-07,2.4e-06,3.7e-05,3.4e-05,4.2e-06,5.4e-08,3.5e-10,7.8e-05,4.4e-05,JFc,"Davide Farnocchia",40390,1913-09-08,2024-04-08,1208,,,0,.31908,,,,,,,,,
1000079,"   29P/Schwassmann-Wachmann 1",29P,Schwassmann-Wachmann,P,,,0,,,10.1,,4.5,,,60.4,,0.033,,,,,,,,,7.40,"JPL K192/82",2459866.5,59866,2022-10-14.0,J2000,0.0448,6.046,5.775,9.36,312.39,50.66,84.64,6.32,0.0663,2458589.93,2019-04-16.4,5.43e+03,14.9,4.78,1.86e+03,0.79,2.99,1.8e-08,9.5e-08,8.6e-08,9.6e-07,3.1e-06,2.7e-05,2.9e-05,9.9e-08,1.6e-09,4.0e-04,1.3e-04,JFc,"Shantanu Naidu",5832,2009-02-17,2025-02-05,739,,,0,.3689,,,,,,,,,
1000070,"   30P/Reinmuth 1",30P,Reinmuth,P,,,0,,,13.6,,7.5,,,7.8,,,,,,,,,,,,"JPL K243/44",2457497.5,57497,2016-04-19.0,J2000,0.5023,3.771,1.877,8.13,119.72,13.25,294.44,5.66,0.1346,2457984.57,2017-08-19.0,2.67e+03,7.32,0.893,347,0.158,2.84,4.3e-08,3.1e-08,1.7e-07,7.9e-06,5.8e-05,6.5e-05,7.3e-06,4.6e-08,1.6e-09,5.7e-05,3.3e-05,JFc,"Davide Farnocchia",5792,2009-08-20,2025-06-29,2543,,,0,.67446,,,,,,,,,
1000080,"   31P/Schwassmann-Wachmann 2",31P,Schwassmann-Wachmann,P,,,0,,,4.2,14.0,23.,5.,0.03,6.2,,,,,,,,,,,,"JPL K284/4",2455608.5,55608,2011-02-16.0,J2000,0.1930,4.243,3.424,4.55,114.19,17.93,15.73,5.06,0.1128,2455468.97,2010-09-29.4,3.19e+03,8.74,2.44,949,0.0548,2.99,8.9e-08,6.1e-08,3.8e-07,1.0e-05,1.1e-04,1.3e-04,4.6e-05,7.3e-08,2.4e-09,4.0e-04,6.9e-05,JFc,"Shantanu Naidu",9095,2000-11-24,2025-10-19,1028,,,0,.75147,,,,-5.1e-08,1.4e-09,,,,
1000015,"   32P/Comas Sola",32P,"Comas Sola",P,,,0,,,10.3,13.5,12.,5.,0.03,8.4,,,,,,,,,,,,"JPL K242/47",2458831.5,58831,2019-12-14.0,J2000,0.5567,4.499,1.994,9.94,57.67,53.30,194.68,7.00,0.1033,2460432.07,2024-05-01.5,3.49e+03,9.54,1.03,401,0.248,2.68,1.2e-07,1.2e-07,5.8e-07,6.5e-06,3.2e-05,5.1e-05,1.5e-05,1.8e-07,4.0e-09,1.7e-04,1.3e-04,JFc,"Davide Farnocchia",4271,2013-09-24,2025-06-04,2867,,,0,.57047,,1.2e-08,2.4e-10,-1.4e-09,2.3e-10,7.4e-10,2.3e-10,,
1000018,"   33P/Daniel",33P,Daniel,P,,,0,,,15.5,,4.5,,,2.6,,,,,,,,,,,,"JPL K244/17",2457411.5,57411,2016-01-24.0,J2000,0.4632,4.024,2.160,22.39,66.49,19.06,334.19,5.89,0.1221,2457622.93,2016-08-22.4,2.95e+03,8.07,1.19,462,0.148,2.73,4.1e-07,3.4e-07,1.6e-06,1.3e-05,4.5e-05,1.6e-04,4.4e-05,5.0e-07,1.6e-08,3.3e-04,3.8e-04,JFc,"Davide Farnocchia",8897,2000-12-22,2025-05-02,773,,,0,.73568,,5.6e-09,7.4e-10,4.7e-10,1.4e-11,,,,
1000284,"   34D/Gale",34D,Gale,D,Y,,0,,,10.5,,20.0,,,,,,,,,,,,,,,SAO/1938,2429080.5,29080,1938-07-01.0,J2000,0.7607,4.944,1.183,11.73,67.92,209.16,1.12,8.70,0.08967,2429067.98,1938-06-18.4,4.02e+03,11,,,,2.29,,,,,,,,,,,,JFc,Marsden,,1927-??-??,1938-??-??,47,,,,,F,,,,,,,,
1000043,"   35P/Herschel-Rigollet",35P,Herschel-Rigollet,P,Y,,0,,,8.3,,10,,,,,,,,,,,,,,,SAO/1939,2429480.5,29480,1939-08-05.0,J2000,0.9740,28.84,0.748,64.21,355.98,29.30,359.97,56.94,0.006363,2429484.96,1939-08-09.4,5.66e+04,155,,,,0.644,,,,,,,,,,,,HTC,Marsden,,1788-??-??,1940-??-??,75,,,,,F,,,,,,,,
1000105,"   36P/Whipple",36P,Whipple,P,,,0,,,10.5,14.5,13.25,5.,0.03,4.56,,,,,,,,,,,,"JPL 24",2454690.5,54690,2008-08-12.0,J2000,0.2582,4.165,3.089,9.94,182.39,201.96,216.49,5.24,0.116,2455927.98,2012-01-01.4,3.1e+03,8.5,2.1,815,0.26,2.95,8.3e-08,3.9e-08,3.4e-07,1.0e-05,5.0e-05,5.7e-05,1.9e-05,5.0e-08,1.6e-09,1.5e-04,4.4e-05,JFc,"Davide Farnocchia",26894,1948-07-18,2022-03-06,943,,,0,.64068,,5.3e-09,9.6e-10,-5.4e-10,3.3e-11,,,,
1000028,"   37P/Forbes",37P,Forbes,P,,,0,,,9.6,15.4,21.25,5.,0.03,1.92,,,,,,,,,,,,"JPL K243/31",2458673.5,58673,2019-07-09.0,J2000,0.5342,3.458,1.611,8.96,314.58,330.02,66.04,5.30,0.1533,2458242.68,2018-05-04.1,2.35e+03,6.43,0.602,234,0.228,2.87,9.3e-08,9.4e-08,3.6e-07,8.9e-06,4.7e-05,5.5e-05,1.3e-05,1.4e-07,6.2e-09,8.7e-05,9.6e-05,JFc,"Shantanu Naidu",5080,2011-02-08,2025-01-05,1737,,,0,.59939,,6.1e-09,1.7e-10,-1.3e-10,2.1e-11,5.4e-10,6.0e-11,-22.7,1.16
1000089,"   38P/Stephan-Oterma",38P,Stephan-Oterma,P,,,0,,,11.6,13.4,9.5,5.,0.03,,,,,,,,,,,,,"JPL 23",2458266.5,58266,2018-05-28.0,J2000,0.8593,11.29,1.589,18.35,78.00,359.59,355.66,20.99,0.02598,2458433.49,2018-11-10.9,1.39e+04,37.9,0.605,236,1.33,1.89,2.2e-08,2.8e-08,2.5e-07,6.8e-06,1.6e-05,2.6e-05,1.1e-06,5.2e-08,9.6e-11,4.0e-05,5.1e-05,HTC,"Davide Farnocchia",28321,1942-11-06,2020-05-21,3293,,,0,.47981,,,,-2.7e-11,2.1e-13,,,,
1000177,"   39P/Oterma",39P,Oterma,P,,,0,,,6.8,13.6,14.75,5.,0.03,,,,,,,,,,,,,"JPL 24",2456994.5,56994,2014-12-03.0,J2000,0.2284,7.403,5.712,1.48,303.64,89.70,210.80,9.09,0.04893,2460043.78,2023-04-09.2,7.36e+03,20.1,4.72,1.84e+03,0.782,3.02,2.8e-07,1.4e-06,3.1e-06,2.0e-05,7.5e-04,7.7e-04,1.3e-04,1.7e-06,1.3e-08,1.9e-03,2.0e-03,CTc,"Davide Farnocchia",29851,1942-02-17,2023-11-10,287,,,0,.39392,,,,,,,,,
1000101,"   40P/Vaisala 1",40P,Vaisala,P,,,0,,,12.0,14.7,12.5,5.,0.03,4.2,,,,,,,,,,,,"JPL K253/5",2454101.5,54101,2007-01-01.0,J2000,0.6325,4.897,1.800,11.53,134.73,47.28,97.71,7.99,0.09095,2453027.12,2004-01-22.6,3.96e+03,10.8,0.827,322,0.0796,2.54,8.5e-08,1.0e-07,4.1e-07,6.2e-06,7.4e-05,8.5e-05,1.0e-05,1.7e-07,2.9e-09,1.2e-04,1.3e-04,JFc,"Davide Farnocchia",8121,2003-09-25,2025-12-19,905,,,0,.79865,,1.4e-09,2.3e-10,-1.3e-10,1.9e-12,,,,
1000100,"   41P/Tuttle-Giacobini-Kresak",41P,Tuttle-Giacobini-Kresak,P,Y,,0,,,16.9,,4.5,,,1.4,,,,,,,,,,,,"JPL K222/6",2457857.5,57857,2017-04-14.0,J2000,0.6613,3.085,1.045,9.23,141.06,62.17,0.23,5.13,0.1819,2457856.25,2017-04-12.7,1.98e+03,5.42,0.134,52,0.488,2.83,7.1e-07,6.6e-06,5.1e-08,7.3e-06,1.5e-05,2.1e-05,1.9e-06,1.1e-05,5.8e-07,7.1e-06,6.4e-03,JFc,"Davide Farnocchia",2498,2016-11-10,2023-09-13,4300,,,3,.40933,,6.6e-09,5.8e-11,-2.1e-10,7.7e-11,,,,
1000065,"   42P/Neujmin 3",42P,Neujmin,P,,,0,,,16.6,,4.5,,,2.2,,,,,,,,,,,,"JPL K263/2",2454120.5,54120,2007-01-20.0,J2000,0.5856,4.858,2.013,3.99,150.35,147.18,84.47,7.70,0.09204,2453202.72,2004-07-16.2,3.91e+03,10.7,0.997,388,0.027,2.63,7.2e-07,2.7e-07,3.5e-06,2.4e-05,1.7e-04,2.3e-04,3.6e-05,4.4e-07,7.8e-09,3.3e-04,3.3e-04,JFc,"Davide Farnocchia",8087,2003-03-12,2025-05-02,262,,,0,.69434,,1.0e-08,1.2e-09,8.9e-10,2.8e-11,,,,
1000111,"   43P/Wolf-Harrington",43P,Wolf-Harrington,P,,,0,,,10.3,13.9,10.75,5.,0.03,3.6,,,,,,,,,,,,"JPL K253/32",2458575.5,58575,2019-04-02.0,J2000,0.5201,4.13,1.982,12.65,247.43,217.95,100.42,6.28,0.1174,2457720.46,2016-11-27.9,3.07e+03,8.39,1.01,395,0.0334,2.75,5.1e-07,1.6e-06,2.9e-06,1.9e-05,2.6e-05,4.8e-05,1.3e-05,2.5e-06,6.9e-08,6.0e-04,1.8e-03,JFc,"Shantanu Naidu",6052,2009-05-24,2025-12-18,2924,,,1,.73538,,4.2e-09,4.5e-11,1.4e-10,2.2e-12,,,,
